time,direct_radiation_s1,wind_direction_80m_s1,wind_speed_80m_s1,temperature_2m_s1,relative_humidity_2m_s1,precipitation_s1,direct_radiation_s2,wind_direction_80m_s2,wind_speed_80m_s2,temperature_2m_s2,relative_humidity_2m_s2,precipitation_s2,direct_radiation_s3,wind_direction_80m_s3,wind_speed_80m_s3,temperature_2m_s3,relative_humidity_2m_s3,precipitation_s3,real_power
2024/1/1 13:00,126,259.46088,15.745627,-4.15,70,0,179.06636,277,14.759999,-3.85,50,0,41,272.56372,24.144165,-3.85,54,0,13.14
2024/1/1 13:15,126,257.90524,15.463244,-4,71,0,168.7934,279,15.4800005,-3.45,49,0,43,274.89902,25.2924,-3.6,54,0,9.44
2024/1/1 13:30,126,254.98158,15.281989,-3.9,72,0,157.48894,280,16.199999,-3.1,49,0,44,277.0283,26.478973,-3.4,53,0,6.44
2024/1/1 13:45,122,251.99574,15.141414,-3.85,73,0,144.05916,282,16.56,-2.8,49,0,43,278.23553,27.645092,-3.2,53,0,7.14
2024/1/1 14:00,117,247.69374,15.175612,-3.85,74,0,131.8866,283,16.919998,-2.65,49,0,41,278.97253,27.698952,-3.1,53,0,7.54
2024/1/1 14:15,110,243.43501,15.2947035,-4,75,0,118.719955,284,16.919998,-2.55,49,0,37,279.33493,26.6327,-3.05,53,0,7.54
2024/1/1 14:30,102,238.81508,15.990646,-4.25,76,0,105.63789,285,16.919998,-2.55,50,0,32,278.48886,24.387177,-3.05,53,0,3.44
2024/1/1 14:45,94,234.60512,16.78156,-4.55,78,0,92.61649,287,16.919998,-2.6,51,0,28,277.47147,22.148045,-3.1,53,0,3.04
2024/1/1 15:00,87,233.3658,17.49615,-4.95,79,0,79.65172,288,16.56,-2.7,52,0,23,277.00116,20.674158,-3.2,53,0,1.44
2024/1/1 15:15,78,234.46223,18.581022,-5.5,81,0,67.68847,289,16.199999,-2.9,54,0,19,277.2531,19.959719,-3.3,54,0,0.64
2024/1/1 15:30,67,237.99466,20.3774,-6.2,82,0,55.786095,290,15.84,-3.1,55,0,15,279.2932,20.06334,-3.4,55,0,0.94
2024/1/1 15:45,56,240.4886,21.924562,-6.9,84,0,45.715096,291,15.4800005,-3.35,57,0,11,280.49142,19.770523,-3.55,57,0,1.34
2024/1/1 16:00,44,242.62238,22.702845,-7.45,85,0,34.966637,292,15.119999,-3.65,58,0,8,281.5138,19.839235,-3.75,58,0,1.14
2024/1/1 16:15,33,243.8385,22.862123,-7.85,85,0,26.109802,294,14.759999,-3.95,60,0,6,282.75754,19.562946,-3.95,59,0,0.54
2024/1/1 16:30,21,244.25934,22.380884,-8.1,85,0,16.981739,295,14.4,-4.3,61,0,4,282.99463,19.211996,-4.15,61,0,-0.2
2024/1/1 16:45,13,244.69865,21.900904,-8.3,84,0,9.33131,296,14.04,-4.6,63,0,2,284.03625,19.296133,-4.4,62,0,0
2024/1/1 17:00,5,244.69865,21.900904,-8.4,84,0,2.7623196,297,14.04,-4.95,64,0,1,284.30032,18.947083,-4.7,63,0,0
2024/1/1 17:15,0,243.43501,22.539564,-8.45,84,0,0,294,14.04,-5.25,65,0,0,284.30032,18.947083,-4.9,64,0,2.64
2024/1/1 17:30,0,242.6502,23.507753,-8.4,83,0,0,290,14.04,-5.65,67,0,0,285.06854,19.386591,-5.05,65,0,4.34
2024/1/1 17:45,0,241.1893,24.651457,-8.3,83,0,0,287,14.04,-6.1,68,0,0,285.06854,19.386591,-5.35,66,0,5.84
2024/1/1 18:00,0,240.8658,25.140787,-8.3,83,0,0,284,14.04,-6.55,69,0,0,284.57425,18.59845,-6.05,68,0,6.74
2024/1/1 18:15,0,241.2603,25.455843,-8.4,83,0,0,280,14.04,-7,71,0,0,283.44864,17.026896,-7.3,72,0,4.74
2024/1/1 18:30,0,242.35411,25.603062,-8.5,84,0,0,277,14.4,-7.5,72,0,0,281.3099,14.685176,-9,76,0,2.04
2024/1/1 18:45,0,244.15567,25.600533,-8.6,84,0,0,274,14.4,-8,74,0,0,276.91113,11.966953,-10.65,81,0,-0.7
2024/1/1 19:00,0,244.8852,25.44566,-8.75,84,0,0,270,14.4,-8.5,75,0,0,270,10.08,-11.9,84,0,-1
2024/1/1 19:15,0,244.8852,25.44566,-8.95,84,0,0,267,14.759999,-8.95,76,0,0,258.23172,8.825508,-12.45,86,0,-0.9
2024/1/1 19:30,0,245.28258,24.967499,-9.15,83,0,0,264,15.119999,-9.45,77,0,0,245.55606,8.699793,-12.65,87,0,-0.9
2024/1/1 19:45,0,244.93256,24.640942,-9.35,83,0,0,260,15.119999,-9.85,78,0,0,231.7098,8.714677,-12.65,87,0,-0.5
2024/1/1 20:00,0,244.93256,24.640942,-9.55,82,0,0,257,15.4800005,-10.3,79,0,0,223.45189,9.422101,-12.75,87,0,-0.1
2024/1/1 20:15,0,245.28258,24.967499,-9.8,82,0,0,257,15.84,-10.65,80,0,0,217.6943,10.009036,-12.95,87,0,0
2024/1/1 20:30,0,246.27959,25.952478,-10.05,82,0,0,256,16.199999,-11.05,80,0,0,216.86998,10.799999,-13.1,87,0,2.14
2024/1/1 20:45,0,246.90315,26.61323,-10.25,81,0,0,256,16.56,-11.45,81,0,0,214.69522,11.384198,-13.3,87,0,10.74
2024/1/1 21:00,0,247.49643,27.276978,-10.35,81,0,0,255,17.28,-11.85,81,0,0,215.13428,11.885453,-13.5,87,0,21.34
2024/1/1 21:15,0,248.74942,27.811018,-10.3,81,0,0,255,17.64,-12.2,81,0,0,215.53777,12.387348,-13.7,87,0,24.94
2024/1/1 21:30,0,249.95467,28.357857,-10.15,80,0,0,255,18.359999,-12.6,81,0,0,215.90982,12.88981,-13.9,88,0,24.84
2024/1/1 21:45,0,250.88017,28.576382,-9.95,80,0,0,254,18.72,-12.9,81,0,0,218.41809,13.324863,-14.15,88,0,26.34
2024/1/1 22:00,0,251.79141,28.802248,-9.85,79,0,0,254,19.44,-13.25,81,0,0,219.61066,13.551501,-14.3,88,0,20.14
2024/1/1 22:15,0,251.79141,28.802248,-9.85,78,0,0,253,19.8,-13.55,81,0,0,221.87778,14.021525,-14.4,88,0,15.24
2024/1/1 22:30,0,251.79141,28.802248,-9.95,78,0,0,253,20.16,-13.85,81,0,0,222.95459,14.264361,-14.45,88,0,11.64
2024/1/1 22:45,0,250.88017,28.576382,-10,77,0,0,252,20.519999,-14.05,81,0,0,224.9999,14.76439,-14.5,87,0,12.64
2024/1/1 23:00,0,249.95467,28.357857,-10.1,77,0,0,252,20.519999,-14.3,81,0,0,225.97093,15.021105,-14.55,87,0,13.04
2024/1/1 23:15,0,248.33397,28.277763,-10.2,77,0,0,253,20.519999,-14.45,81,0,0,225.9391,15.530151,-14.55,87,0,22.44
2024/1/1 23:30,0,246.0375,28.36471,-10.3,77,0,0,254,20.519999,-14.6,81,0,0,225.90929,16.039202,-14.5,86,0,37.64
2024/1/1 23:45,0,243.43501,28.97944,-10.4,77,0,0,254,20.16,-14.7,80,0,0,224.9999,16.29174,-14.45,86,0,36.84
2024/1/2 0:00,0,242.176,29.308508,-10.5,77,0,0,255,19.8,-14.75,80,0,0,224.9999,16.800856,-14.4,85,0,42.54
2024/1/2 0:15,0,241.27977,29.96662,-10.65,77,0,0,256,19.44,-14.8,80,0,0,225.85501,17.057314,-14.3,84,0,62.54
2024/1/2 0:30,0,241.33614,30.77105,-10.85,78,0,0,257,19.08,-14.85,79,0,0,226.68465,17.31746,-14.25,84,0,59.64
2024/1/2 0:45,0,241.69934,31.89202,-11,78,0,0,257,18.72,-14.85,79,0,0,227.56381,17.072504,-14.15,83,0,60.94
2024/1/2 1:00,0,242.00294,32.20944,-11.15,78,0,0,258,18.359999,-14.85,78,0,0,227.56381,17.072504,-14.15,83,0,72.44
2024/1/2 1:15,0,242.00294,32.20944,-11.25,78,0,0,259,18,-14.85,78,0,0,225.85501,17.057314,-14.2,83,0,74.34
2024/1/2 1:30,0,242.00294,32.20944,-11.3,78,0,0,260,18,-14.85,78,0,0,223.26433,16.80857,-14.3,83,0,58.44
2024/1/2 1:45,0,242.27184,31.722925,-11.35,78,0,0,260,17.64,-14.85,77,0,0,220.60121,16.595179,-14.4,84,0,53.34
2024/1/2 2:00,0,242.8504,31.557035,-11.4,78,0,0,261,17.64,-14.9,77,0,0,219.64413,16.363178,-14.55,84,0,54.24
2024/1/2 2:15,0,243.43501,31.394394,-11.5,78,0,0,262,17.64,-14.9,77,0,0,219.64413,16.363178,-14.65,84,0,50.34
2024/1/2 2:30,0,244.3119,31.559086,-11.55,79,0,0,263,17.64,-14.95,77,0,0,221.42357,16.323528,-14.75,84,0,45.34
2024/1/2 2:45,0,245.50145,31.25372,-11.65,79,0,0,264,18,-15,77,0,0,222.35739,16.563911,-14.85,84,0,42.44
2024/1/2 3:00,0,246.10483,31.106167,-11.75,79,0,0,264,18,-15,77,0,0,224.11868,16.548256,-15,84,0,45.24
2024/1/2 3:15,0,246.17574,30.302078,-11.9,79,0,0,265,18.359999,-15.05,77,0,0,225.8813,16.548256,-15.15,84,0,41.44
2024/1/2 3:30,0,245.61363,29.644857,-12.05,79,0,0,266,18.72,-15.1,77,0,0,226.78989,16.299694,-15.4,85,0,42.24
2024/1/2 3:45,0,245.67444,28.84047,-12.2,79,0,0,267,19.08,-15.1,77,0,0,228.57643,16.323528,-15.6,85,0,40.54
2024/1/2 4:00,0,245.07155,28.185953,-12.3,79,0,0,268,19.44,-15.1,77,0,0,230.35587,16.363178,-15.8,85,0,30.84
2024/1/2 4:15,0,245.07155,28.185953,-12.4,79,0,0,269,19.44,-15.1,77,0,0,232.12495,16.418526,-15.9,85,0,32.14
2024/1/2 4:30,0,245.07155,28.185953,-12.5,79,0,0,269,19.8,-15.05,77,0,0,233.61555,16.992609,-16,85,0,39.14
2024/1/2 4:45,0,246.0375,28.36471,-12.6,79,0,0,270,20.16,-15,77,0,0,234.3235,17.283749,-16.1,84,0,43.54
2024/1/2 5:00,0,246.0375,28.36471,-12.65,79,0,0,271,20.16,-14.95,77,0,0,235.9806,17.373497,-16.15,84,0,42.64
2024/1/2 5:15,0,246.41296,27.890127,-12.75,79,0,0,272,20.16,-14.85,77,0,0,236.97612,17.174677,-16.15,84,0,45.64
2024/1/2 5:30,0,246.80139,27.416782,-12.8,79,0,0,273,20.16,-14.75,77,0,0,236.97612,17.174677,-16.15,84,0,47.54
2024/1/2 5:45,0,247.91277,26.807312,-12.85,79,0,0,274,20.16,-14.6,77,0,0,237.99466,16.981165,-16.15,83,0,41.34
2024/1/2 6:00,0,247.91277,26.807312,-12.9,79,0,0,274,20.16,-14.45,76,0,0,239.0363,16.79314,-16.15,83,0,31.54
2024/1/2 6:15,0,246.50142,27.086262,-12.95,79,0,0,275,20.16,-14.3,76,0,0,240.10118,16.610792,-16.15,83,0,29.84
2024/1/2 6:30,0,245.43285,27.70831,-12.95,80,0,0,276,19.8,-14.15,76,0,0,241.78273,16.75064,-16.15,83,0,27.04
2024/1/2 6:45,0,244.41153,28.33957,-12.95,80,0,0,277,19.8,-13.95,76,0,0,241.78273,16.75064,-16.2,82,0,19.84
2024/1/2 7:00,0,244.41153,28.33957,-12.95,80,0,0,278,19.8,-13.75,75,0,0,242.87877,16.58346,-16.25,82,0,22.04
2024/1/2 7:15,0,246.50142,27.086262,-12.95,80,0,0,279,19.8,-13.5,75,0,0,242.30061,16.263872,-16.4,82,0,19.64
2024/1/2 7:30,0,251.0534,25.501621,-13,80,0,0,279,19.8,-13.25,74,0,0,241.69934,15.94601,-16.55,81,0,16.94
2024/1/2 7:45,0,256.8094,23.664352,-12.95,80,0,0,280,19.8,-13,74,0,0,242.24155,15.459054,-16.75,80,0,12.74
2024/1/2 8:00,0,261.74066,22.553936,-12.75,80,0,0,281,20.16,-12.7,73,0,0,241.60707,15.141414,-16.85,80,0,7.84
2024/1/2 8:15,6,265.23645,21.67487,-12.4,80,0,6.0833187,282,20.519999,-12.35,72,0,11,242.81897,14.973577,-16.85,80,0,8.04
2024/1/2 8:30,15,268.02512,20.892412,-11.85,79,0,15.522797,282,20.880001,-11.95,71,0,24,244.65387,15.137133,-16.85,80,0,8.24
2024/1/2 8:45,24,270,20.519999,-11.25,79,0,25.493172,283,21.24,-11.5,70,0,40,246.97447,15.646544,-16.75,79,0,11.94
2024/1/2 9:00,33,271.023,20.163212,-10.7,78,0,37.08761,284,21.599998,-11,69,0,63,249.90468,15.716793,-16.5,79,0,17.64
2024/1/2 9:15,42,271.00507,20.523155,-10.2,77,0,49.291985,284,21.96,-10.5,67,0,93,252.80138,15.827721,-16.1,78,0,23.44
2024/1/2 9:30,52,270.98773,20.883104,-9.65,77,0,62.782204,285,22.68,-10,66,0,127,257.19574,16.24394,-15.55,77,0,38.74
2024/1/2 9:45,61,270,21.96,-9.2,76,0,76.55389,286,23.039999,-9.5,65,0,158,261.34753,16.75064,-14.85,76,0,52.44
2024/1/2 10:00,69,270.90936,22.682856,-8.75,75,0,92.47215,286,23.4,-8.95,63,0,188,263.92764,17.015474,-14.15,75,0,50.34
2024/1/2 10:15,75,273.46817,23.803596,-8.4,74,0,109.644745,287,24.119999,-8.5,62,0,216,265.23645,17.339897,-13.25,74,0,43.54
2024/1/2 10:30,83,276.5197,25.364037,-8.15,72,0,128.11725,288,24.48,-8,61,0,242,264.05322,17.373497,-12.25,72,0,48.94
2024/1/2 10:45,90,280.09744,26.693459,-7.9,70,0,147.94217,288,25.199999,-7.55,59,0,267,265.33322,17.698677,-11.2,70,0,62.44
2024/1/2 11:00,98,282.6086,28.036118,-7.7,69,0,168.03015,289,25.56,-7.2,58,0,290,266.6336,18.391735,-10.35,69,0,59.44
2024/1/2 11:15,106,284.38144,28.988384,-7.6,68,0,188.33456,290,25.919998,-6.8,57,0,309,270,19.8,-9.65,68,0,50.24
2024/1/2 11:30,115,286.42938,29.275326,-7.5,68,0,207.63057,291,26.64,-6.45,55,0,325,274.68582,22.033648,-9.05,67,0,43.74
2024/1/2 11:45,126,288.2172,29.940662,-7.45,68,0,225.80978,292,27,-6.05,54,0,339,278.61557,24.031178,-8.55,66,0,63.14
2024/1/2 12:00,141,289.29013,30.513052,-7.35,68,0,241.59212,292,27.359999,-5.65,52,0,349,281.9293,26.124195,-8.1,65,0,74.44
2024/1/2 12:15,156,290.0953,31.433586,-7.25,68,0,253.71729,293,28.08,-5.3,51,0,355,284.40005,27.504095,-7.75,63,0,66.04
2024/1/2 12:30,169,290.48044,31.89608,-7.1,67,0,260.9862,294,28.44,-5,50,0,358,286.1444,28.483257,-7.45,61,0,93.24
2024/1/2 12:45,175,291.21805,32.825207,-6.95,67,0,264.531,295,28.8,-4.7,48,0,358,288.43503,29.598919,-7.2,59,0,117.04
2024/1/2 13:00,176,291.34586,33.626774,-6.85,67,0,263.22302,296,29.519999,-4.4,47,0,355,289.29013,30.513052,-6.95,57,0,116.74
2024/1/2 13:15,173,292.0231,34.56187,-6.85,67,0,258.21707,297,29.88,-4.2,46,0,348,289.47665,31.311722,-6.55,55,0,104.54
2024/1/2 13:30,167,292.66458,35.50155,-6.85,67,0,249.5455,297,30.239998,-4,45,0,337,289.6539,32.110706,-6.1,53,0,107.74
2024/1/2 13:45,160,293.27292,36.445442,-6.9,67,0,237.26175,298,30.960001,-3.9,44,0,323,289.23077,32.789658,-5.7,52,0,96.54
2024/1/2 14:00,151,293.34402,37.249126,-6.95,67,0,222.53128,299,31.319998,-3.85,44,0,306,289.61218,33.24888,-5.5,51,0,88.34
2024/1/2 14:15,140,293.6294,37.72278,-7.05,67,0,206.49973,300,31.68,-3.85,44,0,286,290.19443,33.371433,-5.45,51,0,93.34
2024/1/2 14:30,128,293.90765,38.197342,-7.1,68,0,188.17236,300,32.399998,-3.95,44,0,263,290.19443,33.371433,-5.55,51,0,106.14
2024/1/2 14:45,115,294.3994,38.344646,-7.25,68,0,169.7454,301,32.760002,-4.1,44,0,237,290.77234,33.497414,-5.75,52,0,109.84
2024/1/2 15:00,102,294.3994,38.344646,-7.35,68,0,150.25935,301,33.48,-4.3,45,0,209,291.57138,33.29173,-5.95,52,0,101.24
2024/1/2 15:15,88,294.62354,38.017094,-7.5,68,0,129.87282,302,33.839996,-4.5,46,0,180,292.14523,33.425762,-6.1,52,0,115.04
2024/1/2 15:30,73,294.85156,37.690125,-7.7,68,0,110.629395,303,34.2,-4.8,46,0,149,293.52322,33.37338,-6.3,53,0,140.74
2024/1/2 15:45,59,295.08356,37.363766,-7.9,68,0,90.813095,303,34.92,-5.1,47,0,116,294.90475,33.34035,-6.5,53,0,154.64
2024/1/2 16:00,46,295.5599,36.71294,-8.1,68,0,71.58265,304,35.28,-5.4,48,0,83,295.46332,33.493546,-6.8,54,0,161.24
2024/1/2 16:15,33,296.56497,36.2243,-8.4,68,0,53.208412,304,35.64,-5.75,49,0,53,295.46332,33.493546,-7.15,55,0,159.74
2024/1/2 16:30,21,297.08347,35.58177,-8.7,68,0,35.388435,305,36,-6.05,50,0,31,296.01672,33.64989,-7.55,56,0,168.84
2024/1/2 16:45,13,298.1415,35.110615,-9.05,69,0,19.379028,305,36.36,-6.4,51,0,17,295.46332,33.493546,-7.95,57,0,166.24
2024/1/2 17:00,4,298.9399,34.966362,-9.35,69,0,5.7470436,306,36.36,-6.7,52,0,6,295.46332,33.493546,-8.35,58,0,163.54
2024/1/2 17:15,0,298.9399,34.966362,-9.65,70,0,0,305,36.36,-6.95,53,0,0,295.20108,33.818928,-8.7,59,0,163.34
2024/1/2 17:30,0,299.45358,35.141975,-9.9,71,0,0,305,36.36,-7.3,54,0,0,294.39374,33.994755,-9.1,61,0,169.24
2024/1/2 17:45,0,299.45358,35.141975,-10.15,72,0,0,304,36.36,-7.6,55,0,0,293.59482,34.177254,-9.45,62,0,169.44
2024/1/2 18:00,0,299.45358,35.141975,-10.4,73,0,0,303,36.36,-7.95,56,0,0,292.80457,34.366333,-9.8,63,0,168.24
2024/1/2 18:15,0,299.45358,35.141975,-10.65,74,0,0,302,36,-8.3,57,0,0,292.24908,34.22841,-10.1,64,0,175.24
2024/1/2 18:30,0,299.74478,34.82895,-10.9,74,0,0,302,35.64,-8.65,59,0,0,291.4677,34.428497,-10.4,65,0,168.44
2024/1/2 18:45,0,300.25635,35.008957,-11.1,74,0,0,301,35.64,-9,60,0,0,290.90805,34.29838,-10.7,65,0,155.04
2024/1/2 19:00,0,300.25635,35.008957,-11.2,74,0,0,300,35.28,-9.35,61,0,0,289.9832,33.709534,-10.95,66,0,161.24
2024/1/2 19:15,0,300.25635,35.008957,-11.2,73,0,0,299,34.92,-9.65,62,0,0,288.43503,33.014175,-11.15,66,0,150.54
2024/1/2 19:30,0,300.46545,35.50155,-11.1,73,0,0,299,34.56,-10,63,0,0,286.38962,31.89608,-11.35,66,0,135.94
2024/1/2 19:45,0,300.96368,35.68542,-11,72,0,0,298,34.56,-10.3,64,0,0,284.19858,30.821548,-11.55,67,0,132.44
2024/1/2 20:00,0,301.45676,35.87197,-10.9,71,0,0,297,34.2,-10.6,65,0,0,282.5288,29.871325,-11.75,67,0,142.64
2024/1/2 20:15,0,302.7352,35.949562,-10.9,71,0,0,297,33.839996,-10.85,66,0,0,281.9969,29.44307,-11.9,68,0,147.84
2024/1/2 20:30,0,304.15976,36.544872,-10.95,71,0,0,297,33.839996,-11.1,67,0,0,282.14426,29.09103,-12.05,69,0,155.34
2024/1/2 20:45,0,305.73557,36.367126,-11.05,72,0,0,297,33.48,-11.4,67,0,0,282.8356,29.168886,-12.2,70,0,173.64
2024/1/2 21:00,0,306.983,36.504074,-11.1,72,0,0,297,33.48,-11.65,68,0,0,283.69006,28.901073,-12.4,71,0,176.64
